package,palette,length,type,novelty
lisa,MarcelDuchamp,5,qualitative,TRUE
lisa,AlbrechtDurer,5,qualitative,TRUE
lisa,MaxErnst,5,qualitative,TRUE
lisa,M_C_Escher,5,qualitative,TRUE
lisa,PaulFeeley,5,qualitative,TRUE
lisa,LorserFeitelson,5,qualitative,TRUE
lisa,HelenFrankenthaler,5,qualitative,TRUE
lisa,LucianFreud,5,qualitative,TRUE
lisa,TerryFrost,5,qualitative,TRUE
lisa,PaulGauguin,5,qualitative,TRUE
lisa,RupprechtGeiger,5,qualitative,TRUE
lisa,HansHofmann,5,qualitative,TRUE
lisa,KatsushikaHokusai,5,qualitative,TRUE
lisa,WinslowHomer,5,qualitative,TRUE
lisa,EdwardHopper,5,qualitative,TRUE
lisa,RobertIndiana,5,qualitative,TRUE
lisa,JamesJean,5,qualitative,TRUE
lisa,JasperJohns,5,qualitative,TRUE
lisa,FridaKahlo,5,divergent,TRUE
lisa,WassilyKandinsky,5,qualitative,TRUE
lisa,WassilyKandinsky_1,5,qualitative,TRUE
lisa,WassilyKandinsky_2,5,qualitative,TRUE
lisa,PaulKlee,5,qualitative,TRUE
lisa,PaulKlee_1,5,qualitative,TRUE
lisa,YvesKlein,5,qualitative,TRUE
lisa,GustavKlimt,5,qualitative,TRUE
lisa,JeffKoons,5,qualitative,TRUE
lisa,LeeKrasner,5,qualitative,TRUE
lisa,JacobLawrence,5,qualitative,TRUE
lisa,JacobLawrence_1,5,qualitative,TRUE
lisa,SolLeWitt,5,qualitative,TRUE
lisa,RoyLichtenstein,5,qualitative,TRUE
lisa,RoyLichtenstein_1,5,qualitative,TRUE
lisa,RoyLichtenstein_2,5,qualitative,TRUE
lisa,KazimirMalevich,5,qualitative,TRUE
lisa,EdouardManet,5,qualitative,TRUE
lisa,ReneMagritte,5,qualitative,TRUE
lisa,ReneMagritte_1,5,qualitative,TRUE
lisa,Masaccio,5,qualitative,TRUE
lisa,Michelangelo,5,qualitative,TRUE
lisa,JoanMiro,5,qualitative,TRUE
lisa,AmedeoModigliani,5,qualitative,TRUE
lisa,PietMondrian,5,qualitative,TRUE
lisa,ClaudeMonet,5,qualitative,TRUE
lisa,ClaudeMonet_1,5,qualitative,TRUE
lisa,ClaudeMonet_2,5,qualitative,TRUE
lisa,EdvardMunch,5,qualitative,TRUE
lisa,EdvardMunch_1,5,qualitative,TRUE
lisa,BarnettNewman,5,qualitative,TRUE
lisa,KennethNoland,5,qualitative,TRUE
lisa,GeorgiaOKeeffe,5,sequential,TRUE
lisa,ClaesOldenburg,5,qualitative,TRUE
lisa,PabloPicasso,5,qualitative,TRUE
lisa,PabloPicasso_1,5,qualitative,TRUE
lisa,JacksonPollock,5,qualitative,TRUE
lisa,Prince,5,sequential,TRUE
lisa,JohnQuidor,5,qualitative,TRUE
lisa,MelRamos,5,qualitative,TRUE
lisa,OdilonRedon,5,qualitative,TRUE
lisa,Rembrandt,5,qualitative,TRUE
lisa,Pierre_AugusteRenoir,5,qualitative,TRUE
lisa,Pierre_AugusteRenoir_1,5,qualitative,TRUE
lisa,BridgetRiley,5,qualitative,TRUE
lisa,JamesRosenquist,5,qualitative,TRUE
lisa,MarkRothko,5,sequential,TRUE
lisa,MarkRothko_1,5,qualitative,TRUE
lisa,JohnSingerSargent,5,qualitative,TRUE
lisa,JohnSingerSargent_1,5,qualitative,TRUE
lisa,JohnSingerSargent_2,5,qualitative,TRUE
lisa,OskarSchlemmer,5,divergent,TRUE
lisa,GeorgesSeurat,5,qualitative,TRUE
lisa,SandySkoglund,5,qualitative,TRUE
lisa,PavelTchelitchew,5,qualitative,TRUE
lisa,J_M_W_Turner,5,qualitative,TRUE
lisa,CyTwombly,5,qualitative,TRUE
lisa,JohannJacobUlrich,5,sequential,TRUE
lisa,TheovanDoesburg,5,qualitative,TRUE
lisa,TheovanDoesburg_1,5,qualitative,TRUE
lisa,JanvanEyck,5,qualitative,TRUE
lisa,VincentvanGogh,5,qualitative,TRUE
lisa,VincentvanGogh_1,5,qualitative,TRUE
lisa,VincentvanGogh_2,5,qualitative,TRUE
lisa,RemediosVaro,5,qualitative,TRUE
lisa,DiegoVelazquez,5,qualitative,TRUE
lisa,JohannesVermeer,5,qualitative,TRUE
lisa,JohannesVermeer_1,5,qualitative,TRUE
lisa,AndyWarhol,5,qualitative,TRUE
lisa,AndyWarhol_1,5,qualitative,TRUE
lisa,AndyWarhol_2,5,qualitative,TRUE
lisa,AndyWarhol_3,5,qualitative,TRUE
lisa,GrantWood,5,qualitative,TRUE
lisa,FrancescoXanto,5,qualitative,TRUE
lisa,JackYoungerman,5,qualitative,TRUE
lisa,KarlZerbe,5,qualitative,TRUE
ltc,paloma,5,qualitative,TRUE
ltc,maya,5,qualitative,TRUE
ltc,dora,5,qualitative,TRUE
ltc,ploen,5,qualitative,TRUE
ltc,olga,5,qualitative,TRUE
ltc,mterese,5,qualitative,TRUE
ltc,gaby,5,qualitative,TRUE
ltc,franscoise,5,qualitative,TRUE
ltc,fernande,4,qualitative,TRUE
ltc,sylvie,5,qualitative,TRUE
ltc,crbhits,9,qualitative,TRUE
ltc,expevo,6,qualitative,TRUE
ltc,minou,6,qualitative,TRUE
ltc,kiss,5,qualitative,TRUE
ltc,hat,10,qualitative,TRUE
ltc,reading,8,qualitative,TRUE
ltc,ten_colors,10,qualitative,TRUE
ltc,alger,5,qualitative,TRUE
ltc,trio1,3,qualitative,TRUE
ltc,trio2,3,qualitative,TRUE
ltc,trio3,3,qualitative,TRUE
ltc,trio4,3,qualitative,TRUE
ltc,heatmap,9,qualitative,TRUE
ltc,pantone23,5,qualitative,TRUE
MetBrewer,Archambault,7,qualitative,TRUE
MetBrewer,Austria,7,qualitative,TRUE
MetBrewer,Benedictus,13,qualitative,TRUE
MetBrewer,Cassatt1,8,qualitative,TRUE
MetBrewer,Cassatt2,10,qualitative,TRUE
MetBrewer,Cross,9,qualitative,TRUE
MetBrewer,Degas,7,qualitative,TRUE
MetBrewer,Demuth,10,qualitative,TRUE
MetBrewer,Derain,7,qualitative,TRUE
MetBrewer,Egypt,4,qualitative,TRUE
MetBrewer,Gauguin,6,qualitative,TRUE
MetBrewer,Greek,5,qualitative,TRUE
MetBrewer,Hiroshige,10,qualitative,TRUE
MetBrewer,Hokusai1,7,qualitative,TRUE
MetBrewer,Hokusai2,6,qualitative,TRUE
MetBrewer,Hokusai3,6,qualitative,TRUE
MetBrewer,Homer1,8,qualitative,TRUE
MetBrewer,Homer2,6,qualitative,TRUE
MetBrewer,Ingres,8,qualitative,TRUE
MetBrewer,Isfahan1,8,qualitative,TRUE
MetBrewer,Isfahan2,5,qualitative,TRUE
MetBrewer,Java,5,qualitative,TRUE
MetBrewer,Johnson,5,qualitative,TRUE
MetBrewer,Juarez,6,qualitative,TRUE
MetBrewer,Kandinsky,4,qualitative,TRUE
MetBrewer,Klimt,6,qualitative,TRUE
MetBrewer,Lakota,6,qualitative,TRUE
MetBrewer,Manet,11,qualitative,TRUE
MetBrewer,Monet,9,qualitative,TRUE
MetBrewer,Moreau,7,qualitative,TRUE
MetBrewer,Morgenstern,8,qualitative,TRUE
MetBrewer,Nattier,7,qualitative,TRUE
MetBrewer,Navajo,5,qualitative,TRUE
MetBrewer,NewKingdom,5,qualitative,TRUE
MetBrewer,Nizami,8,qualitative,TRUE
MetBrewer,OKeeffe1,11,qualitative,TRUE
MetBrewer,OKeeffe2,7,qualitative,TRUE
MetBrewer,Paquin,11,qualitative,TRUE
MetBrewer,Peru1,6,qualitative,TRUE
MetBrewer,Peru2,6,qualitative,TRUE
MetBrewer,Pillement,6,qualitative,TRUE
MetBrewer,Pissaro,7,qualitative,TRUE
MetBrewer,Redon,12,qualitative,TRUE
MetBrewer,Renoir,12,qualitative,TRUE
MetBrewer,Signac,14,qualitative,TRUE
MetBrewer,Tam,8,qualitative,TRUE
MetBrewer,Tara,5,qualitative,TRUE
MetBrewer,Thomas,8,qualitative,TRUE
MetBrewer,Tiepolo,8,qualitative,TRUE
MetBrewer,Troy,8,qualitative,TRUE
MetBrewer,Tsimshian,7,qualitative,TRUE
MetBrewer,VanGogh1,7,qualitative,TRUE
MetBrewer,VanGogh2,8,qualitative,TRUE
MetBrewer,VanGogh3,8,qualitative,TRUE
MetBrewer,Veronese,7,qualitative,TRUE
MetBrewer,Wissing,5,qualitative,TRUE
MexBrewer,Alacena,10,divergent,TRUE
MexBrewer,Atentado,10,qualitative,TRUE
MexBrewer,Aurora,7,sequential,TRUE
MexBrewer,Casita1,5,qualitative,TRUE
MexBrewer,Casita2,5,qualitative,TRUE
MexBrewer,Casita3,5,qualitative,TRUE
MexBrewer,Concha,7,sequential,TRUE
MexBrewer,Frida,7,sequential,TRUE
MexBrewer,Huida,10,divergent,TRUE
MexBrewer,Maiz,10,divergent,TRUE
MexBrewer,Naturaleza,7,sequential,TRUE
MexBrewer,Ofrenda,10,divergent,TRUE
MexBrewer,Revolucion,10,divergent,TRUE
MexBrewer,Ronda,10,divergent,TRUE
MexBrewer,Taurus1,7,sequential,TRUE
MexBrewer,Taurus2,7,sequential,TRUE
MexBrewer,Tierra,7,sequential,TRUE
MexBrewer,Vendedora,10,divergent,TRUE
musculusColors,Bmlunge,6,qualitative,TRUE
musculusColors,Bmsurface,6,qualitative,TRUE
musculusColors,Bmpoop,5,qualitative,TRUE
musculusColors,ErFluke,5,qualitative,TRUE
musculusColors,ErHead,5,qualitative,TRUE
musculusColors,ErMole,5,qualitative,TRUE
musculusColors,ErWhale,5,qualitative,TRUE
nationalparkcolors,SmokyMountains,6,qualitative,TRUE
nationalparkcolors,RockyMountains,5,qualitative,TRUE
nationalparkcolors,Yellowstone,6,qualitative,TRUE
nationalparkcolors,Arches,6,qualitative,TRUE
nationalparkcolors,ArcticGates,6,qualitative,TRUE
nationalparkcolors,MtMckinley,6,qualitative,TRUE
nationalparkcolors,GeneralGrant,8,qualitative,TRUE
nationalparkcolors,Hawaii,5,qualitative,TRUE
nationalparkcolors,CraterLake,7,qualitative,TRUE
nationalparkcolors,Saguaro,6,qualitative,TRUE
nationalparkcolors,GrandTeton,5,qualitative,TRUE
nationalparkcolors,BryceCanyon,5,qualitative,TRUE
nationalparkcolors,MtRainier,5,qualitative,TRUE
nationalparkcolors,Badlands,5,qualitative,TRUE
nationalparkcolors,Redwoods,5,qualitative,TRUE
nationalparkcolors,Everglades,5,qualitative,TRUE
nationalparkcolors,Voyageurs,5,qualitative,TRUE
nationalparkcolors,BlueRidgePkwy,6,qualitative,TRUE
nationalparkcolors,Denali,5,qualitative,TRUE
nationalparkcolors,GreatBasin,6,qualitative,TRUE
nationalparkcolors,ChannelIslands,6,qualitative,TRUE
nationalparkcolors,Yosemite,5,qualitative,TRUE
nationalparkcolors,Acadia,6,qualitative,TRUE
nationalparkcolors,DeathValley,6,qualitative,TRUE
nationalparkcolors,Zion,5,qualitative,TRUE
NatParksPalettes,Acadia,9,qualitative,TRUE
NatParksPalettes,Arches,9,qualitative,TRUE
NatParksPalettes,Arches2,5,qualitative,TRUE
NatParksPalettes,Banff,7,qualitative,TRUE
NatParksPalettes,BryceCanyon,7,qualitative,TRUE
NatParksPalettes,CapitolReef,6,qualitative,TRUE
NatParksPalettes,Chamonix,6,qualitative,TRUE
NatParksPalettes,CraterLake,7,qualitative,TRUE
NatParksPalettes,Cuyahoga,6,qualitative,TRUE
NatParksPalettes,DeathValley,7,qualitative,TRUE
NatParksPalettes,Denali,6,qualitative,TRUE
NatParksPalettes,Everglades,6,qualitative,TRUE
NatParksPalettes,Glacier,5,qualitative,TRUE
NatParksPalettes,GrandCanyon,7,qualitative,TRUE
NatParksPalettes,Halekala,5,qualitative,TRUE
NatParksPalettes,IguazuFalls,6,qualitative,TRUE
NatParksPalettes,KingsCanyon,6,qualitative,TRUE
NatParksPalettes,LakeNakuru,6,qualitative,TRUE
NatParksPalettes,Olympic,9,qualitative,TRUE
NatParksPalettes,Redwood,6,qualitative,TRUE
NatParksPalettes,RockyMtn,7,qualitative,TRUE
NatParksPalettes,Saguaro,6,qualitative,TRUE
NatParksPalettes,SmokyMtns,7,qualitative,TRUE
NatParksPalettes,SouthDowns,6,qualitative,TRUE
NatParksPalettes,Torres,10,qualitative,TRUE
NatParksPalettes,Triglav,6,qualitative,TRUE
NatParksPalettes,WindCave,5,qualitative,TRUE
NatParksPalettes,Volcanoes,5,qualitative,TRUE
NatParksPalettes,Yellowstone,6,qualitative,TRUE
NatParksPalettes,Yosemite,6,qualitative,TRUE
nbapalettes,bobcats,5,qualitative,TRUE
nbapalettes,bobcats_original,4,qualitative,TRUE
nbapalettes,blazers,3,qualitative,TRUE
nbapalettes,blazers_statement,3,qualitative,TRUE
nbapalettes,blazers_city,5,qualitative,TRUE
nbapalettes,blazers_city2,4,qualitative,TRUE
nbapalettes,bucks,4,qualitative,TRUE
nbapalettes,bucks_earned,6,qualitative,TRUE
nbapalettes,bucks_00s,3,qualitative,TRUE
nbapalettes,bucks_retro,5,qualitative,TRUE
nbapalettes,bucks_city,4,qualitative,TRUE
nbapalettes,bucks_city2,6,qualitative,TRUE
nbapalettes,bulls,2,qualitative,TRUE
nbapalettes,bulls_city,3,qualitative,TRUE
nbapalettes,bulls_city2,3,qualitative,TRUE
nbapalettes,bulls_holiday,3,qualitative,TRUE
nbapalettes,cavaliers,4,qualitative,TRUE
nbapalettes,cavaliers_90s,3,qualitative,TRUE
nbapalettes,cavaliers_retro,2,qualitative,TRUE
nbapalettes,celtics,3,qualitative,TRUE
nbapalettes,celtics2,5,qualitative,TRUE
nbapalettes,celtics_europe,3,qualitative,TRUE
nbapalettes,celtics_champ,4,qualitative,TRUE
nbapalettes,clippers,4,qualitative,TRUE
nbapalettes,clippers_city,5,qualitative,TRUE
nbapalettes,clippers_retro,3,qualitative,TRUE
nbapalettes,clippers_original,4,qualitative,TRUE
nbapalettes,grizzlies,5,qualitative,TRUE
nbapalettes,grizzlies_00s,4,qualitative,TRUE
nbapalettes,grizzlies_retro,4,qualitative,TRUE
nbapalettes,grizzlies_europe,5,qualitative,TRUE
nbapalettes,hawks,4,qualitative,TRUE
nbapalettes,hawks_statement,3,qualitative,TRUE
nbapalettes,hawks_90s,4,qualitative,TRUE
nbapalettes,hawks_retro,3,qualitative,TRUE
nbapalettes,heat,3,qualitative,TRUE
nbapalettes,heat_90s,3,qualitative,TRUE
nbapalettes,heat_vice,3,qualitative,TRUE
nbapalettes,heat_dark,4,qualitative,TRUE
nbapalettes,heat_0506,3,qualitative,TRUE
nbapalettes,heat_military,5,qualitative,TRUE
nbapalettes,hornets,3,qualitative,TRUE
nbapalettes,hornets2,4,qualitative,TRUE
nbapalettes,hornets_classic,6,qualitative,TRUE
nbapalettes,hornets_city,3,qualitative,TRUE
nbapalettes,hornets_city2,4,qualitative,TRUE
nbapalettes,huskies,2,qualitative,TRUE
nbapalettes,jazz,3,qualitative,TRUE
nbapalettes,jazz_city,9,sequential,TRUE
nbapalettes,jazz_classic,5,qualitative,TRUE
nbapalettes,jazz_retro,5,qualitative,TRUE
nbapalettes,kings,3,qualitative,TRUE
nbapalettes,kings_city,4,qualitative,TRUE
nbapalettes,kings_alt,5,qualitative,TRUE
nbapalettes,kings_alt2,3,qualitative,TRUE
nbapalettes,knicks,3,qualitative,TRUE
nbapalettes,knicks_retro,3,qualitative,TRUE
nbapalettes,knicks_city,4,qualitative,TRUE
nbapalettes,knicks_city2,4,qualitative,TRUE
nbapalettes,knicks_holiday,5,qualitative,TRUE
nbapalettes,lakers,3,qualitative,TRUE
nbapalettes,lakers_city,4,qualitative,TRUE
nbapalettes,lakers_alt,3,qualitative,TRUE
nbapalettes,magic,3,qualitative,TRUE
nbapalettes,magic_city,3,qualitative,TRUE
nbapalettes,magic_city2,5,qualitative,TRUE
nbapalettes,mavericks,4,qualitative,TRUE
nbapalettes,mavericks_alt,5,qualitative,TRUE
nbapalettes,mavericks_city,4,qualitative,TRUE
nbapalettes,mavericks_retro,3,qualitative,TRUE
nbapalettes,mavericks_banner,5,qualitative,TRUE
nbapalettes,nets,2,qualitative,TRUE
nbapalettes,nets_city,5,qualitative,TRUE
nbapalettes,hornets_believe,6,qualitative,TRUE
nbapalettes,nuggets,4,qualitative,TRUE
nbapalettes,nuggets_80s,7,qualitative,TRUE
nbapalettes,nuggets_statement,4,qualitative,TRUE
nbapalettes,nuggets_city,5,qualitative,TRUE
nbapalettes,nuggets_city2,7,qualitative,TRUE
nbapalettes,pacers,3,qualitative,TRUE
nbapalettes,pacers_classic,2,qualitative,TRUE
nbapalettes,pacers_venue,4,qualitative,TRUE
nbapalettes,pacers_foundation,4,qualitative,TRUE
nbapalettes,pelicans,3,qualitative,TRUE
nbapalettes,pelicans_city,4,qualitative,TRUE
nbapalettes,pelicans_pride,4,qualitative,TRUE
nbapalettes,pistons,4,qualitative,TRUE
nbapalettes,pistons_90s,5,qualitative,TRUE
nbapalettes,pistons_city,4,qualitative,TRUE
nbapalettes,raptors,5,qualitative,TRUE
nbapalettes,raptors_statement,3,qualitative,TRUE
nbapalettes,raptors_city,4,qualitative,TRUE
nbapalettes,raptors_original,4,qualitative,TRUE
nbapalettes,raptors_europe,4,qualitative,TRUE
nbapalettes,raptors_military,5,qualitative,TRUE
nbapalettes,rockets,4,qualitative,TRUE
nbapalettes,rockets_90s,4,qualitative,TRUE
nbapalettes,rockets_city,3,qualitative,TRUE
nbapalettes,rockets_original,3,qualitative,TRUE
nbapalettes,sixers,5,qualitative,TRUE
nbapalettes,sixers_retro,2,qualitative,TRUE
nbapalettes,sixers_90s,4,qualitative,TRUE
nbapalettes,sixers_city,4,qualitative,TRUE
nbapalettes,spurs,5,qualitative,TRUE
nbapalettes,suns,7,qualitative,TRUE
nbapalettes,suns_00s,6,qualitative,TRUE
nbapalettes,suns_retro,3,qualitative,TRUE
nbapalettes,suns_statement,5,qualitative,TRUE
nbapalettes,suns_city,13,qualitative,TRUE
nbapalettes,supersonics,3,qualitative,TRUE
nbapalettes,supersonics_90s,5,qualitative,TRUE
nbapalettes,supersonics_holiday,4,qualitative,TRUE
nbapalettes,thunder,4,qualitative,TRUE
nbapalettes,thunder_statement,3,qualitative,TRUE
nbapalettes,thunder_city,6,qualitative,TRUE
nbapalettes,thunder_city2,5,qualitative,TRUE
nbapalettes,thunder_tribute,9,qualitative,TRUE
nbapalettes,timberwolves,4,qualitative,TRUE
nbapalettes,timberwolves_00s,6,qualitative,TRUE
nbapalettes,timberwolves_classic,6,qualitative,TRUE
nbapalettes,timberwolves_statement,4,qualitative,TRUE
nbapalettes,warriors,3,qualitative,TRUE
nbapalettes,warriors_00s,4,qualitative,TRUE
nbapalettes,warriors_city,3,qualitative,TRUE
nbapalettes,warriors_city2,4,qualitative,TRUE
nbapalettes,warriors_cny,3,qualitative,TRUE
nbapalettes,wizards,3,qualitative,TRUE
nbapalettes,wizards_city,3,qualitative,TRUE
nbapalettes,wizards_earned,4,qualitative,TRUE
NineteenEightyR,cobra,6,qualitative,TRUE
NineteenEightyR,electronic_night,5,qualitative,TRUE
NineteenEightyR,hotpink,5,sequential,TRUE
NineteenEightyR,malibu,5,qualitative,TRUE
NineteenEightyR,miami1,5,divergent,TRUE
NineteenEightyR,miami2,5,divergent,TRUE
NineteenEightyR,seventies_aint_done_yet,5,qualitative,TRUE
NineteenEightyR,sonny,5,qualitative,TRUE
NineteenEightyR,sunset1,5,qualitative,TRUE
NineteenEightyR,sunset2,5,sequential,TRUE
NineteenEightyR,sunset3,5,sequential,TRUE
NineteenEightyR,youngturqs,12,qualitative,TRUE
nord,polarnight,4,sequential,TRUE
nord,snowstorm,3,sequential,TRUE
nord,frost,4,qualitative,TRUE
nord,aurora,5,qualitative,TRUE
nord,lumina,5,qualitative,TRUE
nord,mountain_forms,5,divergent,TRUE
nord,silver_mine,5,divergent,TRUE
nord,lake_superior,6,qualitative,TRUE
nord,victory_bonds,5,qualitative,TRUE
nord,halifax_harbor,6,sequential,TRUE
nord,moose_pond,8,qualitative,TRUE
nord,algoma_forest,7,qualitative,TRUE
nord,rocky_mountain,6,qualitative,TRUE
nord,red_mountain,8,qualitative,TRUE
nord,baie_mouton,7,qualitative,TRUE
nord,afternoon_prarie,9,qualitative,TRUE
ochRe,namatjira_qual,8,qualitative,TRUE
ochRe,namatjira_div,8,qualitative,TRUE
ochRe,mccrea,11,qualitative,TRUE
ochRe,parliament,8,qualitative,TRUE
ochRe,tasmania,7,qualitative,TRUE
ochRe,nolan_ned,5,qualitative,TRUE
ochRe,winmar,7,qualitative,TRUE
ochRe,olsen_qual,6,qualitative,TRUE
ochRe,olsen_seq,14,qualitative,TRUE
ochRe,williams_pilbara,7,qualitative,TRUE
ochRe,healthy_reef,9,qualitative,TRUE
ochRe,emu_woman_paired,18,qualitative,TRUE
ochRe,galah,6,divergent,TRUE
ochRe,lorikeet,6,qualitative,TRUE
ochRe,dead_reef,6,qualitative,TRUE
ochRe,jumping_frog,5,qualitative,TRUE
palettetown,bulbasaur,13,qualitative,TRUE
palettetown,ivysaur,13,qualitative,TRUE
palettetown,venusaur,14,qualitative,TRUE
palettetown,charmander,13,qualitative,TRUE
palettetown,charmeleon,12,qualitative,TRUE
palettetown,charizard,14,qualitative,TRUE
palettetown,squirtle,14,qualitative,TRUE
palettetown,wartortle,13,qualitative,TRUE
palettetown,blastoise,14,qualitative,TRUE
palettetown,caterpie,12,qualitative,TRUE
palettetown,metapod,5,qualitative,TRUE
palettetown,butterfree,13,qualitative,TRUE
palettetown,weedle,11,qualitative,TRUE
palettetown,kakuna,8,qualitative,TRUE
palettetown,beedrill,14,qualitative,TRUE
palettetown,pidgey,12,qualitative,TRUE
palettetown,pidgeotto,13,qualitative,TRUE
palettetown,pidgeot,14,qualitative,TRUE
palettetown,rattata,13,qualitative,TRUE
palettetown,raticate,13,qualitative,TRUE
palettetown,spearow,15,qualitative,TRUE
palettetown,fearow,12,qualitative,TRUE
palettetown,ekans,12,qualitative,TRUE
palettetown,arbok,10,qualitative,TRUE
palettetown,pikachu,10,qualitative,TRUE
palettetown,raichu,14,qualitative,TRUE
palettetown,sandshrew,10,qualitative,TRUE
palettetown,sandslash,13,qualitative,TRUE
palettetown,nidoranf,11,qualitative,TRUE
palettetown,nidorina,13,qualitative,TRUE
palettetown,nidoqueen,13,qualitative,TRUE
palettetown,nidoranm,10,qualitative,TRUE
palettetown,nidorino,12,qualitative,TRUE
palettetown,nidoking,11,qualitative,TRUE
palettetown,clefairy,13,qualitative,TRUE
palettetown,clefable,12,qualitative,TRUE
palettetown,vulpix,13,qualitative,TRUE
palettetown,ninetales,7,qualitative,TRUE
palettetown,jigglypuff,11,qualitative,TRUE
palettetown,wigglytuff,12,qualitative,TRUE
palettetown,zubat,11,qualitative,TRUE
palettetown,golbat,11,qualitative,TRUE
palettetown,oddish,10,qualitative,TRUE
palettetown,gloom,14,qualitative,TRUE
palettetown,vileplume,13,qualitative,TRUE
palettetown,paras,12,qualitative,TRUE
palettetown,parasect,11,qualitative,TRUE
palettetown,venonat,14,qualitative,TRUE
palettetown,venomoth,11,qualitative,TRUE
palettetown,diglett,4,qualitative,TRUE
palettetown,dugtrio,12,qualitative,TRUE
palettetown,meowth,13,qualitative,TRUE
palettetown,persian,12,qualitative,TRUE
palettetown,psyduck,10,qualitative,TRUE
palettetown,golduck,13,qualitative,TRUE
palettetown,mankey,14,qualitative,TRUE
palettetown,primeape,15,qualitative,TRUE
palettetown,growlithe,11,qualitative,TRUE
palettetown,arcanine,14,qualitative,TRUE
palettetown,poliwag,11,qualitative,TRUE
palettetown,poliwhirl,9,qualitative,TRUE
palettetown,poliwrath,9,qualitative,TRUE
palettetown,abra,8,qualitative,TRUE
palettetown,kadabra,14,qualitative,TRUE
palettetown,alakazam,12,qualitative,TRUE
palettetown,machop,13,qualitative,TRUE
palettetown,machoke,13,qualitative,TRUE
palettetown,machamp,13,qualitative,TRUE
palettetown,bellsprout,13,qualitative,TRUE
palettetown,weepinbell,14,qualitative,TRUE
palettetown,victreebel,14,qualitative,TRUE
palettetown,tentacool,14,qualitative,TRUE
palettetown,tentacruel,14,qualitative,TRUE
palettetown,geodude,6,qualitative,TRUE
palettetown,graveler,6,qualitative,TRUE
palettetown,golem,12,qualitative,TRUE
palettetown,ponyta,11,qualitative,TRUE
palettetown,rapidash,11,qualitative,TRUE
palettetown,slowpoke,12,qualitative,TRUE
palettetown,slowbro,13,qualitative,TRUE
palettetown,magnemite,14,qualitative,TRUE
palettetown,magneton,14,qualitative,TRUE
palettetown,farfetchd,14,qualitative,TRUE
palettetown,doduo,9,qualitative,TRUE
palettetown,dodrio,15,qualitative,TRUE
palettetown,seel,11,qualitative,TRUE
palettetown,dewgong,7,qualitative,TRUE
palettetown,grimer,9,qualitative,TRUE
palettetown,muk,8,qualitative,TRUE
palettetown,shellder,9,qualitative,TRUE
palettetown,cloyster,9,qualitative,TRUE
palettetown,gastly,8,qualitative,TRUE
palettetown,haunter,10,qualitative,TRUE
palettetown,gengar,10,qualitative,TRUE
palettetown,onix,6,qualitative,TRUE
palettetown,drowzee,9,qualitative,TRUE
palettetown,hypno,9,qualitative,TRUE
palettetown,krabby,10,qualitative,TRUE
palettetown,kingler,10,qualitative,TRUE
palettetown,voltorb,9,qualitative,TRUE
palettetown,electrode,10,qualitative,TRUE
palettetown,exeggcute,9,qualitative,TRUE
palettetown,exeggutor,14,qualitative,TRUE
palettetown,cubone,13,qualitative,TRUE
palettetown,marowak,14,qualitative,TRUE
palettetown,hitmonlee,12,qualitative,TRUE
palettetown,hitmonchan,13,qualitative,TRUE
palettetown,lickitung,9,qualitative,TRUE
palettetown,koffing,12,qualitative,TRUE
palettetown,weezing,13,qualitative,TRUE
palettetown,rhyhorn,8,qualitative,TRUE
palettetown,rhydon,11,qualitative,TRUE
palettetown,chansey,9,qualitative,TRUE
palettetown,tangela,9,qualitative,TRUE
palettetown,kangaskhan,14,qualitative,TRUE
palettetown,horsea,10,qualitative,TRUE
palettetown,seadra,10,qualitative,TRUE
palettetown,goldeen,11,qualitative,TRUE
palettetown,seaking,12,qualitative,TRUE
palettetown,staryu,12,qualitative,TRUE
palettetown,starmie,12,qualitative,TRUE
palettetown,mr_mime,12,qualitative,TRUE
palettetown,scyther,12,qualitative,TRUE
palettetown,jynx,15,qualitative,TRUE
palettetown,electabuzz,10,qualitative,TRUE
palettetown,magmar,12,qualitative,TRUE
palettetown,pinsir,9,qualitative,TRUE
palettetown,tauros,13,qualitative,TRUE
palettetown,magikarp,13,qualitative,TRUE
palettetown,gyarados,15,qualitative,TRUE
palettetown,lapras,15,qualitative,TRUE
palettetown,ditto,6,qualitative,TRUE
palettetown,eevee,9,qualitative,TRUE
palettetown,vaporeon,15,qualitative,TRUE
palettetown,jolteon,11,qualitative,TRUE
palettetown,flareon,10,qualitative,TRUE
palettetown,porygon,11,qualitative,TRUE
palettetown,omanyte,12,qualitative,TRUE
palettetown,omastar,12,qualitative,TRUE
palettetown,kabuto,11,qualitative,TRUE
palettetown,kabutops,9,qualitative,TRUE
palettetown,aerodactyl,7,qualitative,TRUE
palettetown,snorlax,14,qualitative,TRUE
palettetown,articuno,12,qualitative,TRUE
palettetown,zapdos,10,qualitative,TRUE
palettetown,moltres,14,qualitative,TRUE
palettetown,dratini,9,qualitative,TRUE
palettetown,dragonair,12,qualitative,TRUE
palettetown,dragonite,13,qualitative,TRUE
palettetown,mewtwo,9,qualitative,TRUE
palettetown,mew,6,qualitative,TRUE
palettetown,chikorita,11,qualitative,TRUE
palettetown,bayleef,14,qualitative,TRUE
palettetown,meganium,14,qualitative,TRUE
palettetown,cyndaquil,13,qualitative,TRUE
palettetown,quilava,14,qualitative,TRUE
palettetown,typhlosion,14,qualitative,TRUE
palettetown,totodile,11,qualitative,TRUE
